"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "BodyLength_max" "BEl" "VEp" "REs" "OGp" "RMl" "BLs" "PFv" "PFs" "CPt" "Litter_size" "CAT_Litter_size" "Age_at_maturity_y" "CAT_Age_at_maturity_y" "Longevity_max_y" "CAT_Longevity_max_y" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Eggs" "Diet_Scav" "Diet_Phyto" "Diet_Plant" "Diet_Parasit" "Diet_Other" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat" "Feeding_habitat" "Reprod_habitat" "Spawning_habitat" "Flow_habitat" "Salt_habitat" "MinTemp" "MaxTemp" "Migration_type" "Migration_dist" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Coregonus autumnalis" "EEA" "Fishes" "Coregonus autumnalis (Pallas, 1776)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 650 4.446431892 0.550093831 0.490924528 0.51987354 0.415528302 0.448021099 0.276674162 0.152624315 3.384615385 111583.2 "fe1" 4.16 "ma3" 7.62 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "eury" "fre" -7.964 30.988 "pot" "short" 367465.73193302 "NO"
"Coregonus baerii" "EEA" "Fishes" "Coregonus baerii Kessler, 1864" "SPECIES" NA "Yes" NA "DATA_DEFICIENT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 793.52 4.4753989598 0.51941426296 0.38560035308 0.38493104828 0.5770220556 0.48530405712 0.2744392194 0.147838368 2.7766379332 180780.6 "fe2" 4.18 "ma3" 10.3 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fre" -8.332 30.912 "pot" "short" 63313.9589625256 "NO"
"Coregonus bavaricus" "EEA" "Fishes" "Coregonus bavaricus Hofer, 1909" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 521.28 4.23750425204 0.5121895012 0.42682269212 0.41834744896 0.54097885044 0.42084857568 0.29804266636 0.14798152044 2.91329137248 76040.04 "fe1" 4.86 "ma3" 9.62 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -8.196 31.184 "pot" "short" 45.3893237089387 "NO"
"Coregonus bezola" "EEA" "Fishes" "Coregonus bezola Fatio, 1888" "SPECIES" NA "Yes" NA "EXTINCT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 446.04 5.42257904836 0.50777868504 0.41630754644 0.41523491204 0.575493615 0.4530956476 0.28556394952 0.14996574632 3.08975420428 169186 "fe2" 4.52 "ma3" 10.84 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -8.32 30.912 "pot" "short" 38.3127456251774 "NO"
"Coregonus brienzii" "InfoSpecies" "Fishes" "Coregonus brienzii Selz, Dönz, Vonlanthen & Seehausen, 2020" "SPECIES" "IEN" NA NA NA "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 512.8 4.27914601256 0.52929691128 0.42182795016 0.43058091772 0.57768359228 0.44325658568 0.2994828342 0.14808341592 2.64845894312 15692.96 "fe2" 4.26 "ma3" 10.28 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "limno" "fre" -8.092 30.716 "pot" "short" 661627.895442971 "YES"
"Coregonus candidus" "EEA" "Fishes" "Coregonus candidus Goll, 1883" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 487.32 4.20611756552 0.54147115912 0.45440032424 0.45829296744 0.51616123176 0.4476828562 0.33292783924 0.15814082192 2.85267094784 78209.6 "fe1" 4.02 "ma3" 9.44 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -8.204 31.184 "pot" "short" 209.106437479521 "NO"
"Coregonus clupeoides" "EEA" "Fishes" "Coregonus clupeoides Lacepède, 1803" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 525.04 4.34338082148 0.53749064832 0.40784830264 0.42473683548 0.5659403108 0.45500873116 0.3158347676 0.15269340528 2.87317480236 23797.32 "fe1" 4.1 "ma3" 10.56 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "limno" "fre" -8.012 30.912 "pot" "short" 261.139394652996 "NO"
"Coregonus confusus" "EEA" "Fishes" "Coregonus confusus Fatio, 1885" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 474.28 4.11345149676 0.53373383632 0.40509787224 0.43778047424 0.52112056176 0.44704365364 0.345476912 0.1536121088 2.88918131812 196721.24 "fe2" 4.26 "ma2" 10.74 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "limno" "fre" -8.064 30.716 "pot" "short" 267.47192186469 "NO"
"Coregonus danneri" "EEA" "Fishes" "Coregonus danneri Vogt, 1908" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 451.92 4.1877763126 0.550025744 0.39741749708 0.4411091224 0.52551862468 0.4344273838 0.30437600664 0.15737486908 2.94466473752 175461.2 "fe1" 3.86 "ma3" 8.86 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -7.988 30.912 "pot" "short" 23.938626621846 "NO"
"Coregonus fatioi" "SPEED2ZERO" "Fishes" "Coregonus fatioi Kottelat, 1997" "SPECIES" "IEN" NA NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 491.48 4.32534328112 0.53000810656 0.41089759828 0.4271502168 0.53249300592 0.45435988556 0.29947381052 0.1565687326 2.86913326796 161433.64 "fe2" 3.88 "ma3" 10.84 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "limno" "fre" -8.244 31.184 "pot" "short" 67.6819223712908 "NO"
"Coregonus fera" "EEA" "Fishes" "Coregonus fera Jurine, 1825" "SPECIES" NA "Yes" NA "EXTINCT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 550 3.51563748 0.519231851 0.357392832 0.431318836 0.456425786 0.393788883 0.283015896 0.172026374 2.981459145 35831 "fe2" 4.1 "ma2" 8.66 "ls2" "Omnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "limno" "fre" -8.232 30.64 "nom" "short" 559.471073844489 "NO"
"Coregonus fontanae" "EEA" "Fishes" "Coregonus fontanae Schulz & Freyhof, 2003" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 530.44 4.26497180444 0.55776842496 0.40951326052 0.4538445428 0.55624745772 0.46531452792 0.31913270996 0.15323443072 2.79970928984 156707.28 "fe1" 4.58 "ma2" 11 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "limno" "fre" -8.22 30.912 "pot" "short" 432.187060649085 "NO"
"Coregonus gutturosus" "EEA" "Fishes" "Coregonus gutturosus (Gmelin, 1818)" "SPECIES" NA "Yes" NA "EXTINCT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 407.2 3.95990864776 0.54600056084 0.42418411368 0.46927791876 0.56540696468 0.44175420372 0.30822609724 0.15241277452 2.71237814428 133222 "fe1" 4.48 "ma3" 8.78 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "limno" "fre" -8.14 30.64 "pot" "short" 517.865571712522 "NO"
"Coregonus heglingus" "EEA" "Fishes" "Coregonus heglingus Schinz, 1822" "SPECIES" NA "Yes" NA "DATA_DEFICIENT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 532.56 4.06363146592 0.52358325836 0.43141535256 0.42816433044 0.54449738628 0.40928437812 0.29525139412 0.1443843044 2.88703971652 83401.4 "fe2" 4.22 "ma3" 8.94 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "eury" "limno" "fre" -8.296 30.852 "pot" "short" 2403.3041559549 "NO"
"Coregonus hiemalis" "EEA" "Fishes" "Coregonus hiemalis Jurine, 1825" "SPECIES" NA "Yes" NA "EXTINCT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 518 4.11624647188 0.52486996556 0.37177123248 0.4439218588 0.52890047488 0.43534471048 0.28138538792 0.15296866096 2.9751473762 52935.2 "fe2" 3.3 "ma1" 7.94 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "limno" "fre" -8.168 30.308 "pot" "short" 559.471073844489 "NO"
"Coregonus hoferi" "EEA" "Fishes" "Coregonus hoferi Berg, 1932" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 495.6 5.49895913676 0.5446305826 0.40441801264 0.43325002652 0.54909418488 0.47001543864 0.314953449 0.14981997876 2.97213685344 134945.52 "fe1" 4.16 "ma3" 8 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -8.536 30.64 "pot" "short" 81.5979644056554 "NO"
"Coregonus ladogae" "EEA" "Fishes" "Coregonus ladogae Pravdin, Golubev & Belyaeva, 1938" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 543 4.00330644696 0.5174555508 0.40683285212 0.46068567996 0.56395668084 0.44332818284 0.2795177526 0.14021050628 3.07784628472 175663.36 "fe2" 4.62 "ma3" 10.36 "ls3" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "limno" "fre" -8.42 30.58 "pot" "short" 17988.018665544 "NO"
"Coregonus lavaretus" "EEA" "Fishes" "Coregonus lavaretus (Linnaeus, 1758)" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 730 4.227334121 0.535312147 0.433651344 0.480285458 0.481805498 0.34440707 0.288432317 0.126790896 3.023632403 55573.68 "fe2" 3.76 "ma3" 6.94 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "pel" "limno" "eury" "fbm" -8.004 30.852 "dia" "long" 597.783551407472 "NO"
"Coregonus lucinensis" "EEA" "Fishes" "Coregonus lucinensis Thienemann, 1933" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 582.6 4.22821729144 0.50408908728 0.42706058708 0.41835921556 0.48742066188 0.4225381386 0.27113123328 0.140443738 2.88631989204 188836.44 "fe1" 4.3 "ma2" 10.52 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -8.448 31.048 "pot" "short" 2647.08338799462 "NO"
"Coregonus lutokka" "EEA" "Fishes" "Coregonus lutokka Kottelat, Bogutskaya & Freyhof, 2005" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 594.68 4.4792436692 0.50857135908 0.37223617688 0.41868950828 0.57132567704 0.45955853196 0.27655864228 0.13972025016 2.8096985598 83062.8 "fe2" 4 "ma3" 10.62 "ls3" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "rheo" "fre" -8.192 30.852 "pot" "short" 28076.084430923 "NO"
"Coregonus macrophthalmus" "EEA" "Fishes" "Coregonus macrophthalmus Nüsslin, 1882" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 614.68 4.07415931188 0.515548173 0.385878497 0.44966671716 0.563171202 0.42864353324 0.27348711136 0.15052044044 2.93279899536 154348.44 "fe2" 4.2 "ma2" 11.7 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "wc" "lith" "limno" "limno" "fre" -8 30.58 "pot" "short" 517.865571712522 "NO"
"Coregonus maraena" "EEA" "Fishes" "Coregonus maraena (Bloch, 1779)" "SPECIES" NA "Yes" NA "VULNERABLE" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1300 4.324533428 0.37210279 0.307664222 0.263196577 0.313627651 0.431359425 0.163917106 0.141129002 2.852747815 32202.4 "fe1" 4.58 "ma3" 12.94 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "pel" "rheo" "eury" "fre" -7.968 30.58 "dia" "long" 845012.896880822 "NO"
"Coregonus maxillaris" "EEA" "Fishes" "Coregonus maxillaris Günther, 1866" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 521.76 4.28052849928 0.51689778288 0.3736843 0.38238542736 0.5250162502 0.45055174524 0.2816732888 0.14804807424 3.22378755764 171709.16 "fe1" 4.54 "ma2" 12.44 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -8.116 30.232 "pot" "short" 9413.03995626998 "NO"
"Coregonus megalops" "EEA" "Fishes" "Coregonus megalops Widegren, 1863" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 442.68 4.56395549332 0.51774214064 0.40592163232 0.41076809896 0.54106109104 0.47274517036 0.31868861748 0.14990683396 2.65782164452 71070.4 "fe1" 4.08 "ma3" 9.36 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "limno" "fre" -8.324 31.184 "pot" "short" 37723.5345016734 "NO"
"Coregonus muksun" "EEA" "Fishes" "Coregonus muksun (Pallas, 1814)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 900 4.331857806 0.481558996 0.395735355 0.374394972 0.30727517 0.385946066 0.314330518 0.145628135 3.214216262 50911.04 "fe1" 5.02 "ma5" 7.74 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fre" -8.332 31.048 "pot" "short" 2865413.33814748 "NO"
"Coregonus nasus" "EEA" "Fishes" "Coregonus nasus (Pallas, 1776)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 710 4.460251354 0.447189769 0.473164508 0.346817528 0.315070169 0.421766852 0.184867136 0.120629648 2.603707561 142482.92 "fe1" 4.64 "ma2" 10.72 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "limno" "fre" -8.064 31.124 "dia" "long" 463797.332631033 "NO"
"Coregonus nilssoni" "EEA" "Fishes" "Coregonus nilssoni Valenciennes, 1848" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 710.8 4.44304140536 0.52965532452 0.37381936464 0.42886031404 0.57410508836 0.48332607108 0.32165060492 0.14539121624 2.8122155738 286319.88 "fe1" 3.94 "ma3" 13.28 "ls3" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fre" -8.456 30.444 "pot" "short" 323605.031311598 "NO"
"Coregonus nobilis" "EEA" "Fishes" "Coregonus nobilis Haack, 1882" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 561.2 3.99302151308 0.55334316356 0.4157236836 0.45861501808 0.52684265668 0.45874219264 0.30763682116 0.15669578776 2.77542435908 85580.96 "fe1" 4.54 "ma3" 9.46 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "limno" "fre" -7.876 30.58 "pot" "short" 102.220744208366 "NO"
"Coregonus oxyrinchus" "EEA" "Fishes" "Coregonus oxyrinchus (Linnaeus, 1758)" "SPECIES" NA "Yes" NA "EXTINCT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500 4.308684017 0.519562454 0.421875 0.40853014 0.466140625 0.428179568 0.24835084 0.117487217 2.860710637 200504.28 "fe2" 4.32 "ma3" 9.62 "ls2" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fbm" -7.976 30.58 "dia" "long" 42273.7668629053 "NO"
"Coregonus palaea" "EEA" "Fishes" "Coregonus palaea Cuvier, 1829" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 567.56 4.12126325624 0.49064702204 0.40835694888 0.40061472004 0.52677517812 0.41705683728 0.25300075388 0.14076660352 2.84437468744 118949.6 "fe1" 4.52 "ma3" 8.24 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -8.052 30.64 "pot" "short" 267.47192186469 "NO"
"Coregonus pallasii" "EEA" "Fishes" "Coregonus pallasii Valenciennes, 1848" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 600 4.321642857 0.455360714 0.405339675 0.331260714 0.489488191 0.396492857 0.232171429 0.143768078 2.182252383 148723.76 "fe1" 4.5 "ma3" 9.36 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fre" -8.092 30.64 "pot" "short" 45624.3391251469 "NO"
"Coregonus peled" "EEA" "Fishes" "Coregonus peled (Gmelin, 1789)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500 3.45834526 0.565086078 0.48 0.494108575 0.37576 0.292088491 0.343198135 0.12748584 3.442519231 52681.84 "fe1" 4.76 "ma5" 9.36 "ls3" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "limno" "limno" "fbm" -8.484 30.64 "dia" "long" 4670940.61109781 "NO"
"Coregonus pennantii" "EEA" "Fishes" "Coregonus pennantii Valenciennes, 1848" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 656.32 4.3560188456 0.5473094252 0.40493710852 0.433764158 0.56466781548 0.43954757196 0.31468983132 0.15129120472 2.88527224784 118229.96 "fe1" 4.86 "ma3" 10.04 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "limno" "fre" -8.332 30.988 "pot" "short" 2001.73149672179 "NO"
"Coregonus pidschian" "EEA" "Fishes" "Coregonus pidschian (Gmelin, 1789)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500 4.529806904 0.498044308 0.523211568 0.426023839 0.551631469 0.325031307 0.266144118 0.107195697 2.914296654 117172.56 "fe1" 4.42 "ma3" 8.78 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "limno" "limno" "fbm" -8.016 30.58 "dia" "long" 1054798.32690064 "NO"
"Coregonus pollan" "EEA" "Fishes" "Coregonus pollan Thompson, 1835" "SPECIES" NA "Yes" NA "ENDANGERED" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 350 4.069680727 0.486108574 0.508989809 0.400032752 0.384711186 0.359073359 0.25842272 0.125599917 2.562299521 43428.08 "fe2" 3.48 "ma3" 8.4 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "eury" "limno" "fre" -8.104 30.776 "pot" "short" 783.842045306742 "NO"
"Coregonus profundus" "InfoSpecies" "Fishes" "Coregonus profundus Selz, Dönz, Vonlanthen & Seehausen, 2020" "SPECIES" "IEN" NA NA NA "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 557.4 4.24631832404 0.50937250528 0.41134544724 0.40545040708 0.5695669832 0.45846996508 0.30277814388 0.1482882232 2.71022107912 98265.4 "fe1" 4.56 "ma2" 9.22 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "eury" "limno" "fre" -8.204 30.912 "pot" "short" 636306.588759163 "YES"
"Coregonus renke" "EEA" "Fishes" "Coregonus renke (Schrank, 1783)" "SPECIES" NA "Yes" NA "DATA_DEFICIENT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 290 4.493950707 0.326521896 0.454081633 0.293583994 0.527007731 0.422883484 0.136184564 0.131953536 3.912062752 187386.88 "fe1" 4.3 "ma3" 9.66 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "limno" "fre" -8.232 30.912 "pot" "short" 2973.01541911421 "NO"
"Coregonus restrictus" "EEA" "Fishes" "Coregonus restrictus Fatio, 1885" "SPECIES" NA "Yes" NA "EXTINCT" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 511.64 4.15440851456 0.54190427228 0.39736638792 0.43303809768 0.53991196524 0.45407977224 0.3033507428 0.15167761412 2.88517444164 154529.44 "fe1" 4.16 "ma2" 8.94 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "wc" "lith" "rheo" "limno" "fre" -8.244 30.58 "pot" "short" 21.2080253162964 "NO"
