"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "BodyLength_max" "BEl" "VEp" "REs" "OGp" "RMl" "BLs" "PFv" "PFs" "CPt" "Litter_size" "CAT_Litter_size" "Age_at_maturity_y" "CAT_Age_at_maturity_y" "Longevity_max_y" "CAT_Longevity_max_y" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Eggs" "Diet_Scav" "Diet_Phyto" "Diet_Plant" "Diet_Parasit" "Diet_Other" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat" "Feeding_habitat" "Reprod_habitat" "Spawning_habitat" "Flow_habitat" "Salt_habitat" "MinTemp" "MaxTemp" "Migration_type" "Migration_dist" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Leuciscus oxyrrhis" "EEA" "Fishes" "Leuciscus oxyrrhis (La Blanchère, 1873)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 850 2.231072982 0.440706956 0.271130617 0.473185181 0.313929513 0.431359425 0.263022446 0.168967993 2.729113841 1362000 "fe3" 1 "ma2" 9 "ls3" "Omnivorous" 1 1 1 0 0 0 0 1 0 0 1 0 0 "bentic" "wc" "phy" "eury" "limno" "frb" -7.4 32 "pot" "short" 35325.9084755053 "NO"
"Liza aurata" "EEA" "Fishes" "Chelon auratus (Risso, 1810)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Chelon" "Mugilidae" "Mugiliformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 700 3.82149114 0.525430789 0.406546875 0.628793063 0.370885892 0.479471369 0.453952285 0.185086397 2.602694192 5495 "fe3" 2.5 "ma4" 8 "ls2" "Omnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "pelagic" "wc" "phy" "eury" "limno" "brm" -9.3 32 "dia" "short" 3747412.53203591 "NO"
"Liza ramada" "EEA" "Fishes" "Chelon ramada (Risso, 1827)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Chelon" "Mugilidae" "Mugiliformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1500 3.8684665 0.742392775 0.307664222 0.476977486 0.746442904 0.540555919 0.596545528 0.180933893 1.778714295 6e+05 "fe3" 2 "ma4" 30 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "ben" "phylith" "eury" "limno" "fbm" -7.4 28.6 "dia" "short" 6965307.42875756 "NO"
"Liza saliens" "EEA" "Fishes" "Chelon saliens (Risso, 1810)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Chelon" "Mugilidae" "Mugiliformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8000 6.005228693 0.641414089 0.389800795 0.493565727 0.608281478 0.565065845 0.419808904 0.163173148 2.743535197 1362000 "fe3" 1.5 "ma3" 20 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "phy" "eury" "limno" "brm" -7.7 32 "dia" "short" 10856945 "NO"
"Lota lota" "SPEED2ZERO" "Fishes" "Lota lota (Linnaeus, 1758)" "SPECIES" "INN" NA "LC" "LEAST_CONCERN" "Lota" "Lotidae" "Gadiformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1520 7.373325701 0.773211219 0.481078462 0.524813967 0.782215076 0.649656554 0.658757871 0.123253268 1.758428693 1362000 "fe3" 3 "ma4" 20 "ls3" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "lithpel" "eury" "eury" "frb" -9.3 28.6 "pot" "medium" 14737660 "NO"
"Luciobarbus albanicus" "EEA" "Fishes" "Luciobarbus albanicus (Steindachner, 1870)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 250 3.038215688 0.565207979 0.433651344 0.546138912 0.359510662 0.393788883 0.445670816 0.226880113 3.251513005 1362000 "fe1" 2.5 "ma3" 5.5 "ls2" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "eury" "limno" "frb" -7.4 32 "pot" "short" 28875.8790047439 "NO"
"Luciobarbus bocagei" "EEA" "Fishes" "Luciobarbus bocagei (Steindachner, 1864)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 800 4.385258372 0.379271152 0.31249892 0 0.423677251 0.517755822 0.273040505 0.16972449 2.14656011 5495 "fe1" 2 "ma3" 2.5 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "limno" "fre" -7.4 32 "pot" "short" 231626.438692172 "NO"
"Luciobarbus brachycephalus" "EEA" "Fishes" "Luciobarbus brachycephalus (Kessler, 1872)" "SPECIES" NA "No" NA "VULNERABLE" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1050 4.510692407 0.19254066 0.305061918 0 0.645403868 0.229648341 0.270287222 0.151362656 1.990163107 5495 "fe1" 6 "ma5" 16 "ls3" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -9.3 32 "pot" "short" 1623772.60101715 "NO"
"Luciobarbus capito" "EEA" "Fishes" "Luciobarbus capito (Güldenstädt, 1773)" "SPECIES" NA "No" NA "VULNERABLE" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1050 3.920199818 0.40156957 0.301487179 0.216290079 0.653615385 0.291214289 0.373530861 0.160761599 2.08848948 11500 "fe3" 2 "ma3" 6 "ls3" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "phy" "rheo" "limno" "fre" -7.7 32 "nom" "short" 1327705.0719906 "NO"
"Luciobarbus comizo" "EEA" "Fishes" "Luciobarbus comizo (Steindachner, 1864)" "SPECIES" NA "Yes" NA "VULNERABLE" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 800 4.062545573 0.387630208 0.40536706 0 0.491858878 0.481816406 0.23141276 0.173201583 2.737754098 350 "fe1" 3 "ma3" 8 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "limno" "fre" -7.7 32 "pot" "short" 234685.59715526 "NO"
"Luciobarbus graecus" "EEA" "Fishes" "Luciobarbus graecus (Steindachner, 1895)" "SPECIES" NA "Yes" NA "ENDANGERED" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500 4.121010621 0.295288795 0.282042254 0 0.406507042 0.461500462 0.215891216 0.153977675 2.182302726 15905 "fe3" 2.5 "ma3" 8 "ls3" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "phy" "rheo" "limno" "fre" -9.3 32 "pot" "short" 8611.61515483062 "NO"
"Luciobarbus graellsii" "EEA" "Fishes" "Luciobarbus graellsii (Steindachner, 1866)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 800 3.608454416 0.317674074 0.328947368 0 0.386986842 0.429847235 0.270724575 0.16815047 2.001573651 11500 "fe1" 1.5 "ma3" 8 "ls3" "Omnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "phy" "rheo" "limno" "fre" -7.4 28.6 "nom" "short" 127189.615602553 "NO"
"Luciobarbus guiraonis" "EEA" "Fishes" "Luciobarbus guiraonis (Steindachner, 1866)" "SPECIES" NA "Yes" NA "VULNERABLE" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500 4.561782385 0.372912308 0.361380439 0 0.533692886 0.488019104 0.266263484 0.144170382 2.88542623 5495 "fe1" 2.5 "ma3" 2.5 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "limno" "fre" -9.3 32 "pot" "short" 63659.4508924948 "NO"
"Luciobarbus microcephalus" "EEA" "Fishes" "Luciobarbus microcephalus (Almaça, 1967)" "SPECIES" NA "Yes" NA "VULNERABLE" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 403 3.502397298 0.292785959 0.419887669 0 0.404711006 0.416969328 0.214328424 0.164961279 2.702109505 20000 "fe1" 2 "ma3" 20 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phylith" "eury" "limno" "fre" -7.7 32 "pot" "short" 74153.8463757396 "NO"
"Luciobarbus sclateri" "EEA" "Fishes" "Luciobarbus sclateri (Günther, 1868)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 495 3.905975802 0.606235782 0.389580033 0.378215384 0.528776978 0.481251406 0.299977502 0.150340078 2.73590014 5495 "fe1" 2 "ma4" 12 "ls2" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phylith" "rheo" "limno" "fre" -7.7 32 "pot" "short" 203667.931137078 "NO"
"Luciobarbus steindachneri" "EEA" "Fishes" "Luciobarbus steindachneri (Almaça, 1967)" "SPECIES" NA "Yes" NA "VULNERABLE" "Luciobarbus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400 4.711487962 0.347371386 0.310183099 0 0.394619718 0.540412997 0.100448314 0.139533118 2.507867821 350 "fe1" 2.5 "ma2" 8 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -7.4 32 "pot" "short" 154192.154928752 "NO"
"Mesogobius batrachocephalus" "EEA" "Fishes" "Mesogobius batrachocephalus (Pallas, 1814)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Mesogobius" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 200 4.765290449 0.738025844 0.401446809 0.476977486 1.280487591 0.705045868 0.571883397 0.18521319 2.73590014 15905 "fe1" 2 "ma4" 12 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "spel" "limno" "limno" "frb" -9.3 28.6 "pot" "short" 128910.4155091 "NO"
"Micropterus salmoides" "SPEED2ZERO" "Fishes" "Micropterus salmoides (Lacepède, 1802)" "SPECIES" "NEO" NA NA "LEAST_CONCERN" "Micropterus" "Centrarchidae" "Perciformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 970 2.897989032 0.598507859 0.271130617 0.546138912 0.84366518 0.471328002 0.326692452 0.172997466 2.367404334 109314 "fe2" 2.5 "ma2" 16 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "phy" "limno" "eury" "fre" -3.3 32 "nom" "short" 4341796.34268283 "NO"
"Misgurnus fossilis" "InfoSpecies" "Fishes" "Misgurnus fossilis (Linnaeus, 1758)" "SPECIES" "INN" NA "RE" "LEAST_CONCERN" "Misgurnus" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 300 7.466360508 0.454787158 0.191796586 0.164344414 0.423677251 0.518909773 0.13868115 0.116332301 2.006729063 15905 "fe3" 2.5 "ma2" 20 "ls3" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "ben" "phy" "limno" "limno" "fre" -7.7 28.6 "nom" "short" 5226372.84159545 "NO"
"Mugil cephalus" "EEA" "Fishes" "Mugil cephalus Linnaeus, 1758" "SPECIES" NA "No" NA "LEAST_CONCERN" "Mugil" "Mugilidae" "Mugiliformes" "Actinopterygii" "Chordata" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1000 4.00102005 0.555333459 0.498534249 0.589632462 0.292992905 0.521260137 0.674227773 0.195523875 2.442879162 20000 "fe3" 1 "ma3" 5.5 "ls3" "Scavenger" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phylith" "eury" "limno" "fma" -7.4 28.6 "dia" "short" 36169191.9445079 "NO"
"Neogobius fluviatilis" "EEA" "Fishes" "Neogobius fluviatilis (Pallas, 1814)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Neogobius" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 200 4.574484995 0.663162553 0.275775551 0.408789184 0.575468739 0.662304587 0.551717287 0.18521319 2.132923063 15905 "fe1" 1.5 "ma1" 12 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "spel" "eury" "eury" "frb" -7.7 32 "nom" "short" 530538.484796977 "NO"
"Neogobius melanostomus" "SPEED2ZERO" "Fishes" "Neogobius melanostomus (Pallas, 1814)" "SPECIES" "NEO" NA NA "LEAST_CONCERN" "Neogobius" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 250 4.023622501 0.730706368 0.297320611 0.543404063 0.496183206 0.629741085 0.71641461 0.248505977 1.908822333 15905 "fe1" 1.5 "ma2" 5 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "spel" "eury" "eury" "fbm" -7.7 28.6 "nom" "short" 953629.021852743 "NO"
"Neogobius pallasi" "EEA" "Fishes" "Neogobius pallasi (Berg, 1916)" "SPECIES" NA "No" NA "LEAST_CONCERN" "Neogobius" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 5.331346639 0.724972731 0.41016608 0.559971056 0.575468739 0.778441913 0.731426647 0.224829114 2.255270883 1362000 "fe1" 2 "ma1" 8 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "demersal" "ben" "spel" "rheo" "rheo" "fbm" -9.3 28.6 "nom" "short" 705759.193687851 "NO"
"Oncorhynchus mykiss" "SPEED2ZERO" "Fishes" "Oncorhynchus mykiss (Walbaum, 1792)" "SPECIES" "NEO" NA NA NA "Oncorhynchus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1200 3.945403278 0.603331072 0.318734538 0.50286397 0.825899299 0.525988454 0.243535353 0.155970227 2.650049006 27000 "fe1" 4 "ma2" 7 "ls2" "Carnivorous" 1 1 1 0 0 0 0 0 0 0 1 0 0 "bentic" "wc" "lith" "rheo" "rheo" "fbm" -9.3 32 "pot" "short" 2607482 "NO"
"Osmerus dentex" "EEA" "Fishes" "Osmerus dentex Steindachner & Kner, 1870" "SPECIES" NA "No" NA "LEAST_CONCERN" "Osmerus" "Osmeridae" "Osmeriformes" "Actinopterygii" "Chordata" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 4.745083739 0.61564405 0.568784464 0.543404063 0.689655172 0.571315079 0.481677159 0.184522195 4.257354383 350 "fe1" 2.5 "ma1" 16 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "phylith" "eury" "limno" "fbm" -7.4 28.6 "dia" "short" 2878591.57327729 "NO"
"Osmerus eperlanus" "EEA" "Fishes" "Osmerus eperlanus (Linnaeus, 1758)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Osmerus" "Osmeridae" "Osmeriformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 450 6.114245986 0.644082098 0.4234378 0.693497974 0.938973274 0.6181144 0.202690658 0.148031667 3.331612086 15905 "fe2" 2 "ma1" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "pelagic" "wc" "phylith" "eury" "eury" "fbm" -9.3 32 "dia" "medium" 1681743.1094752 "NO"
"Oxynoemacheilus bureschi" "EEA" "Fishes" "Oxynoemacheilus bureschi (Drensky, 1928)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Oxynoemacheilus" "Nemacheilidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 65 6.044837228 0.589312463 0.268435786 0.242173457 0.645403868 0.651013581 0.088076693 0.187550592 2.32606192 6e+05 "fe1" 2 "ma2" 12 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -9.3 28.6 "pot" "short" 52321.5251441039 "NO"
"Oxynoemacheilus merga" "EEA" "Fishes" "Oxynoemacheilus merga (Krynicki, 1840)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Oxynoemacheilus" "Nemacheilidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 6.240786918 0.482768923 0.508685189 0 0.420917467 0.678079358 0 0.193556524 2.743535197 6e+05 "fe1" 2.5 "ma2" 20 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "lith" "eury" "rheo" "fre" -7.7 32 "pot" "short" 51699.4562680754 "NO"
"Oxynoemacheilus pindus" "EEA" "Fishes" "Oxynoemacheilus pindus (Economidis, 2005)" "SPECIES" NA "Yes" NA "VULNERABLE" "Oxynoemacheilus" "Nemacheilidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 130 4.068372397 0.388211694 0.356489331 0.27693543 0.332282872 0.466990926 0.154980789 0.150340078 1.764656942 20000 "fe1" 1.5 "ma2" 5 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -7.4 28.6 "pot" "short" 22758.6527447211 "NO"
"Oxynoemacheilus theophilii" "EEA" "Fishes" "Oxynoemacheilus theophilii Stoumboudi, Kottelat & Barbieri, 2006" "SPECIES" NA "No" NA "LEAST_CONCERN" "Oxynoemacheilus" "Nemacheilidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 5.232323568 0.606011236 0.328947368 0.305403314 0.384692677 0.610332622 0.361675652 0.189361263 2.223693047 20000 "fe1" 1.5 "ma4" 16 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "phylith" "eury" "limno" "fre" -7.4 32 "pot" "short" 58622.0307301088 "NO"
"Pachychilon macedonicum" "EEA" "Fishes" "Pachychilon macedonicum (Steindachner, 1892)" "SPECIES" NA "Yes" NA "DATA_DEFICIENT" "Pachychilon" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 150 3.204967111 0.489809974 0.487789015 0.387776185 0.218757114 0.432211728 0.23213583 0.130830998 2.053007436 350 "fe1" 1.5 "ma2" 8 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phylith" "rheo" "rheo" "fre" -7.4 28.6 "pot" "short" 33954.6272453211 "NO"
"Pachychilon pictum" "EEA" "Fishes" "Pachychilon pictum (Heckel & Kner, 1858)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Pachychilon" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 200 3.757233828 0.457590199 0.45480303 0.43636652 0.273151515 0.550830837 0.176123987 0.162700916 2.246286371 15905 "fe2" 2.5 "ma4" 16 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "lith" "eury" "eury" "fre" -9.3 32 "nom" "short" 63034.8826333444 "NO"
"Padogobius bonelli" "SPEED2ZERO" "Fishes" "Padogobius bonelli (Bonaparte, 1846)" "SPECIES" "INN" NA "EN" "LEAST_CONCERN" "Padogobius" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 90 4.839753347 0.645773979 0.393773975 0.566047431 0.551358972 0.793583889 0.602362461 0.192730635 2.374258044 1362000 "fe1" 2 "ma1" 12 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "demersal" "ben" "phylith" "eury" "eury" "fre" -9.3 32 "nom" "short" 182612.859595385 "NO"
"Padogobius nigricans" "EEA" "Fishes" "Padogobius nigricans (Canestrini, 1867)" "SPECIES" NA "Yes" NA "VULNERABLE" "Padogobius" "Gobiidae" "Perciformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 125 5.263678091 0.727908662 0.32238611 0.560357957 0.608281478 0.820338841 0.651160104 0.19522075 2.05811269 15905 "fe1" 1.5 "ma2" 16 "ls1" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "pelagic" "ben" "phylith" "rheo" "eury" "fre" -7.4 32 "nom" "short" 45261.0400233025 "NO"
"Parachondrostoma arrigonis" "EEA" "Fishes" "Parachondrostoma arrigonis (Steindachner, 1866)" "SPECIES" NA "Yes" NA "CRITICALLY_ENDANGERED" "Parachondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400 4.755475567 0.457372797 0.38759832 0.242173457 0.346172727 0.61562476 0.231020849 0.16686248 2.737754098 11500 "fe1" 2 "ma2" 5.5 "ls2" "Carnivorous" 1 1 0 0 0 0 0 1 0 0 1 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -9.3 28.6 "pot" "short" 23959.7536185679 "NO"
"Parachondrostoma miegii" "EEA" "Fishes" "Parachondrostoma miegii (Steindachner, 1866)" "SPECIES" NA "Yes" NA "LEAST_CONCERN" "Parachondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 250 4.54745098 0.379653979 0.463490795 0.322560554 0.530214084 0.61562476 0.228527489 0.154280719 1.99700085 11500 "fe1" 2.5 "ma2" 16 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phylith" "rheo" "rheo" "fre" -7.4 28.6 "pot" "short" 124872.073222105 "NO"
"Parachondrostoma toxostoma" "SPEED2ZERO" "Fishes" "Parachondrostoma toxostoma (Vallot, 1837)" "SPECIES" "INN" NA "CR" "VULNERABLE" "Parachondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 300 4.39650385 0.547940595 0.432179532 0.465760725 0.293643431 0.438372109 0.236337246 0.156697815 2.624828153 350 "fe2" 2 "ma4" 5 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phylith" "rheo" "rheo" "fre" -7.7 32 "pot" "short" 220398.427872648 "NO"
"Parachondrostoma turiense" "EEA" "Fishes" "Parachondrostoma turiensis (Elvira, 1987)" "SPECIES" NA "Yes" NA NA "Parachondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 170 3.896519012 0.509210248 0.472083149 0.408727088 0.231894883 0.368595239 0.216412371 0.154280719 1.908822333 20000 "fe1" 1.5 "ma2" 5.5 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "phylith" "eury" "limno" "fre" -7.4 32 "pot" "short" 15593.691920818 "NO"
"Paramisgurnus dabryanus" "SPEED2ZERO" "Fishes" "Paramisgurnus dabryanus Dabry de Thiersant, 1872" "SPECIES" "NEO" NA NA NA "Paramisgurnus" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 154 6.551289055 0.623316235 0.168735777 0.35276797 0.552976379 0.591339684 0.310865365 0.120998888 1.081154352 1362000 "fe1" 2.5 "ma2" 30 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 0 0 1 0 0 "bentic" "ben" "lith" "eury" "rheo" "fre" -9.3 28.6 "pot" "short" 283365.560984887 "NO"
